time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth	rmse_x	rmse_y	rmse_vx	rmse_vy
1477010447750000	20.3484	10.7247	4.98676	1.32078	0.423527	radar	7.86276	19.6775	10.803	20.1271	10.6247	0.845742	4.77652	0.132547	0.107625	0.738306	0.441002
1477010447800000	20.3997	10.9738	4.98816	1.34455	0.425128	lidar	0.118825	20.371	11.0109	20.1663	10.864	0.722256	4.7934	0.133973	0.107647	0.735594	0.438776
1477010447850000	20.4269	11.2285	4.98791	1.37458	0.432032	radar	5.94839	19.4335	12.3402	20.1993	11.1041	0.597892	4.80727	0.135256	0.107831	0.732808	0.436616
1477010447900000	20.4547	11.4674	4.98187	1.40001	0.435135	lidar	1.62429	20.3164	11.3483	20.2261	11.3449	0.472738	4.81807	0.136518	0.10799	0.730066	0.434502
1477010447950000	20.4244	11.728	4.97641	1.44687	0.457287	radar	19.6538	19.2063	12.2418	20.2466	11.5861	0.346889	4.82575	0.136992	0.108382	0.726902	0.432471
1477010448000000	20.4792	11.9644	4.97588	1.46226	0.45237	lidar	1.00235	20.6141	11.9422	20.2608	11.8275	0.220439	4.83027	0.138034	0.1087	0.723988	0.43048
1477010448050000	20.4897	12.2094	4.97265	1.48725	0.453656	radar	3.87912	19.966	11.9688	20.2687	12.0692	0.093487	4.83159	0.139089	0.109053	0.721133	0.42854
1477010448100000	20.4771	12.4687	4.97371	1.51829	0.459086	lidar	1.26505	20.3263	12.4966	20.2701	12.3108	-0.0338694	4.82968	0.139907	0.109633	0.718212	0.426669
1477010448150000	20.4394	12.7206	4.96989	1.55907	0.475426	radar	8.96815	20.0192	12.4823	20.2652	12.5522	-0.161529	4.82451	0.140276	0.110347	0.715076	0.424851
1477010448200000	20.4516	12.9595	4.96685	1.57927	0.473368	lidar	0.350012	20.498	12.8924	20.254	12.7933	-0.28939	4.81605	0.140932	0.111011	0.712072	0.423078
1477010448250000	20.4326	13.2046	4.96438	1.60925	0.47999	radar	3.8338	20.9151	12.2555	20.2363	13.0339	-0.417348	4.80428	0.141556	0.111723	0.709046	0.421352
1477010448300000	20.3928	13.4335	4.9532	1.63952	0.485275	lidar	5.32859	20.1943	13.1688	20.2122	13.2738	-0.545298	4.78918	0.141969	0.112267	0.706004	0.419637
1477010448350000	20.3465	13.6785	4.9507	1.67207	0.492244	radar	3.34381	19.858	13.5236	20.1818	13.5129	-0.673135	4.77072	0.142197	0.112877	0.702924	0.417954
1477010448400000	20.3204	13.9211	4.94928	1.69612	0.49202	lidar	0.0496751	20.3245	13.8896	20.1449	13.7509	-0.800753	4.74892	0.142537	0.113534	0.69991	0.41632
1477010448450000	20.2606	14.1621	4.94686	1.73062	0.50136	radar	3.59702	20.3387	13.5307	20.1017	13.9878	-0.928043	4.72374	0.142695	0.114233	0.69685	0.414704
1477010448500000	20.2041	14.402	4.9446	1.75926	0.503954	lidar	0.552777	20.1216	14.337	20.0521	14.2233	-1.0549	4.69521	0.142781	0.114975	0.693811	0.413118
1477010448550000	20.1267	14.6397	4.94236	1.79356	0.511668	radar	3.64846	19.6717	14.4038	19.9962	14.4573	-1.18121	4.66331	0.142676	0.11575	0.690759	0.411537
1477010448600000	20.0244	14.876	4.94014	1.83054	0.519397	lidar	3.60565	19.781	14.773	19.934	14.6897	-1.30687	4.62805	0.142298	0.116563	0.687705	0.409943
1477010448650000	19.9447	15.1056	4.93636	1.86022	0.522425	radar	4.64405	20.1149	14.0165	19.8655	14.9202	-1.43177	4.58944	0.141867	0.117342	0.684685	0.408357
1477010448700000	19.897	15.3279	4.92959	1.88013	0.5191	lidar	1.56339	20.0208	15.2053	19.7908	15.1486	-1.55581	4.54751	0.141595	0.11802	0.681721	0.406812
1477010448750000	19.7739	15.5542	4.93038	1.92647	0.539287	radar	12.9453	20.0157	15.3443	19.7099	15.3749	-1.67887	4.50226	0.141109	0.118684	0.678786	0.405206
1477010448800000	19.7231	15.7632	4.91881	1.94468	0.534846	lidar	4.06451	19.9131	15.554	19.6229	15.5989	-1.80085	4.45372	0.14081	0.119148	0.675879	0.403637
1477010448850000	19.6147	15.9826	4.9165	1.97749	0.540516	radar	3.01168	19.9388	15.0864	19.5298	15.8203	-1.92164	4.40193	0.14043	0.11958	0.673012	0.402059
1477010448900000	19.5089	16.1909	4.90936	2.00675	0.542779	lidar	1.64647	19.4748	16.0098	19.4307	16.039	-2.04114	4.3469	0.140022	0.119887	0.670185	0.400478
1477010448950000	19.391	16.406	4.90741	2.03654	0.544353	radar	2.28958	19.1556	16.0022	19.3257	16.2549	-2.15925	4.28868	0.139565	0.12018	0.667399	0.398902
1477010449000000	19.2714	16.5944	4.89454	2.06731	0.548137	lidar	5.10319	19.238	16.2719	19.2148	16.4679	-2.27586	4.22731	0.139082	0.120234	0.664655	0.397311
1477010449050000	19.1404	16.8015	4.89365	2.09983	0.553056	radar	1.272	19.4007	16.2962	19.0981	16.6777	-2.39087	4.16284	0.138564	0.120264	0.661964	0.395719
1477010449100000	19.0115	16.9964	4.88735	2.12928	0.554945	lidar	1.21125	19.0029	16.8387	18.9757	16.8841	-2.50418	4.0953	0.138037	0.120202	0.659312	0.394132
1477010449150000	18.8555	17.1956	4.89079	2.16971	0.568123	radar	8.11198	18.8373	17.7112	18.8477	17.0872	-2.61571	4.02476	0.137481	0.120111	0.656771	0.392542
1477010449200000	18.6999	17.3936	4.89219	2.2018	0.570364	lidar	0.383883	18.6148	17.3832	18.7142	17.2866	-2.72534	3.95127	0.136936	0.120012	0.654297	0.390969
1477010449250000	18.5717	17.5945	4.88917	2.22064	0.56054	radar	4.43879	18.8177	17.0316	18.5752	17.4822	-2.83299	3.87489	0.136392	0.119953	0.651791	0.389418
1477010449300000	18.3721	17.7626	4.88719	2.26249	0.569779	lidar	6.00526	18.1023	17.5529	18.4309	17.674	-2.93858	3.79568	0.135954	0.119738	0.649413	0.387892
1477010449350000	18.2214	17.9501	4.88474	2.28583	0.564068	radar	2.69307	18.2749	17.4877	18.2814	17.8617	-3.042	3.71372	0.135525	0.119525	0.647027	0.38638
1477010449400000	18.0786	18.1269	4.87839	2.31031	0.562376	lidar	1.18504	18.2094	18.0461	18.1268	18.0453	-3.14318	3.62906	0.135066	0.119277	0.64464	0.384886
1477010449450000	17.8982	18.2923	4.87705	2.3448	0.56819	radar	2.62685	18.3021	17.498	17.9671	18.2246	-3.24204	3.5418	0.134681	0.118966	0.642323	0.383432
1477010449500000	17.745	18.4446	4.86443	2.37166	0.568621	lidar	3.70323	17.9018	18.2183	17.8026	18.3994	-3.3385	3.45199	0.13426	0.118576	0.640008	0.382009
1477010449550000	17.5957	18.6261	4.86279	2.39053	0.561154	radar	6.43201	18.8558	18.1364	17.6334	18.5697	-3.43247	3.35973	0.133791	0.118228	0.637668	0.380576
1477010449600000	17.4098	18.7807	4.86073	2.42108	0.563011	lidar	0.326721	17.3845	18.7039	17.4595	18.7353	-3.5239	3.26509	0.133357	0.117848	0.635364	0.379176
1477010449650000	17.221	18.9305	4.85877	2.45144	0.56485	radar	2.30324	17.7945	18.0801	17.281	18.8962	-3.61271	3.16817	0.132959	0.117445	0.633095	0.377814
1477010449700000	17.0458	19.0663	4.84854	2.47942	0.56582	lidar	2.40705	17.1762	18.8863	17.0983	19.0521	-3.69883	3.06904	0.132543	0.117016	0.630838	0.376488
1477010449750000	16.8713	19.2303	4.84874	2.49927	0.558669	radar	2.83479	16.9398	19.7311	16.9113	19.203	-3.78221	2.9678	0.132099	0.116609	0.628573	0.375141
1477010449800000	16.655	19.3378	4.84161	2.53687	0.565748	lidar	4.44471	16.5734	19.052	16.7201	19.3488	-3.86278	2.86455	0.131734	0.116186	0.626359	0.373891
1477010449850000	16.464	19.4855	4.84298	2.56055	0.562161	radar	2.52368	16.1674	20.2201	16.5251	19.4894	-3.9405	2.75938	0.131359	0.115765	0.624153	0.372634
1477010449900000	16.2567	19.6151	4.8438	2.58929	0.562485	lidar	0.026432	16.2338	19.6171	16.3262	19.6246	-4.01531	2.65237	0.131018	0.11535	0.621971	0.37141
1477010449950000	16.0289	19.7119	4.8412	2.62654	0.569272	radar	10.7519	16.4366	18.2742	16.1237	19.7545	-4.08716	2.54364	0.130795	0.114994	0.619837	0.370325
1477010450000000	15.8302	19.8353	4.83905	2.65136	0.567135	lidar	0.51536	15.9243	19.8703	15.9176	19.8789	-4.15602	2.43329	0.130538	0.114644	0.617709	0.36924
1477010450050000	15.6284	19.9567	4.83499	2.67112	0.558266	radar	5.02042	16.2328	19.2166	15.7082	19.9978	-4.22185	2.32141	0.13025	0.114292	0.615574	0.368099
1477010450100000	15.4168	20.0773	4.8376	2.69542	0.555639	lidar	0.584209	15.4332	20.1836	15.4956	20.111	-4.28461	2.2081	0.129961	0.113927	0.613454	0.366948
1477010450150000	15.2118	20.2051	4.8387	2.71301	0.546665	radar	6.47524	14.3677	21.3406	15.2799	20.2185	-4.34427	2.09347	0.129633	0.113536	0.611339	0.365736
1477010450200000	15.0168	20.3233	4.83513	2.73222	0.541744	lidar	2.43124	15.2016	20.4385	15.0613	20.3203	-4.4008	1.97763	0.129238	0.113144	0.609234	0.3645
1477010450250000	14.7889	20.4091	4.83409	2.76047	0.541714	radar	2.00244	14.7476	19.9571	14.84	20.4162	-4.4542	1.86068	0.128864	0.112757	0.60715	0.363286
