time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth	rmse_x	rmse_y	rmse_vx	rmse_vy
1477010448900000	19.5245	15.934	5.47917	1.99913	0.63189	lidar	1.65904	19.4748	16.0098	19.4307	16.039	-2.04114	4.3469	0.0724585	0.124567	0.996948	1.11646
1477010448950000	19.4057	16.1528	5.42553	1.9925	0.253807	radar	0.999802	19.1556	16.0022	19.3257	16.2549	-2.15925	4.28868	0.0725247	0.124397	0.992801	1.11344
1477010449000000	19.299	16.3349	4.98794	1.99109	0.189535	lidar	0.451762	19.238	16.2719	19.2148	16.4679	-2.27586	4.22731	0.0726287	0.124471	0.988932	1.10922
1477010449050000	19.1965	16.5193	4.47208	2.06999	0.958873	radar	0.337699	19.4007	16.2962	19.0981	16.6777	-2.39087	4.16284	0.0728763	0.124785	0.985131	1.10488
1477010449100000	18.9985	16.7939	5.33345	2.17745	1.25909	lidar	0.260454	19.0029	16.8387	18.9757	16.8841	-2.50418	4.0953	0.0726086	0.124543	0.98231	1.10068
1477010449150000	18.8182	17.04	5.70924	2.28507	1.72862	radar	3.00813	18.8373	17.7112	18.8477	17.0872	-2.61571	4.02476	0.0723636	0.124112	0.983537	1.09654
1477010449200000	18.5753	17.3139	6.34654	2.37263	1.68851	lidar	0.420684	18.6148	17.3832	18.7142	17.2866	-2.72534	3.95127	0.0731362	0.123639	0.993256	1.09293
1477010449250000	18.4576	17.505	5.10997	2.19046	-1.03264	radar	2.37225	18.8177	17.0316	18.5752	17.4822	-2.83299	3.87489	0.0735951	0.123164	0.989379	1.08888
1477010449300000	18.28	17.6896	4.92219	2.15401	-1.06113	lidar	2.72809	18.1023	17.5529	18.4309	17.674	-2.93858	3.79568	0.0745186	0.122686	0.985684	1.08494
1477010449350000	18.1744	17.825	4.11688	2.17542	-0.367374	radar	0.706059	18.2749	17.4877	18.2814	17.8617	-3.042	3.71372	0.0748274	0.122249	0.983783	1.08108
1477010449400000	18.1038	17.9708	3.74813	2.11634	-0.612222	lidar	0.94406	18.2094	18.0461	18.1268	18.0453	-3.14318	3.62906	0.0745643	0.121951	0.985626	1.07753
1477010449450000	18.0137	18.0497	2.45947	2.23073	0.827277	radar	1.89046	18.3021	17.498	17.9671	18.2246	-3.24204	3.5418	0.0743894	0.122445	0.99354	1.08249
1477010449500000	17.8861	18.177	2.8899	2.30643	1.01569	lidar	0.145293	17.9018	18.2183	17.8026	18.3994	-3.3385	3.45199	0.0744631	0.123515	0.997262	1.08441
1477010449550000	17.864	18.2546	2.329	2.25077	0.461036	radar	5.66719	18.8558	18.1364	17.6334	18.5697	-3.43247	3.35973	0.0768485	0.126066	1.00814	1.08867
1477010449600000	17.4928	18.6394	5.64573	2.30814	0.237296	lidar	2.98232	17.3845	18.7039	17.4595	18.7353	-3.5239	3.26509	0.0766136	0.125866	1.00462	1.08746
1477010449650000	17.3265	18.7667	4.98185	2.42747	1.09947	radar	1.76906	17.7945	18.0801	17.281	18.8962	-3.61271	3.16817	0.0764281	0.125893	1.00095	1.08343
1477010449700000	17.1655	18.8913	4.63756	2.47497	1.06468	lidar	0.0286402	17.1762	18.8863	17.0983	19.0521	-3.69883	3.06904	0.0763644	0.126187	0.997243	1.07955
1477010449750000	17	19.0566	4.59121	2.44542	0.303811	radar	3.08528	16.9398	19.7311	16.9113	19.203	-3.78221	2.9678	0.0764629	0.126347	0.993819	1.07557
1477010449800000	16.7477	19.2156	5.02635	2.47217	0.263279	lidar	3.10063	16.5734	19.052	16.7201	19.3488	-3.86278	2.86455	0.0762198	0.126399	0.990208	1.07186
1477010449850000	16.5213	19.4027	5.51995	2.54855	1.06375	radar	3.14566	16.1674	20.2201	16.5251	19.4894	-3.9405	2.75938	0.0759439	0.126156	0.988102	1.06833
1477010449900000	16.2396	19.5966	6.04223	2.59729	1.06711	lidar	0.073437	16.2338	19.6171	16.3262	19.6246	-4.01531	2.65237	0.0760262	0.125724	0.989393	1.06525
1477010449950000	16.0326	19.6669	5.17397	2.64729	0.728684	radar	10.1874	16.4366	18.2742	16.1237	19.7545	-4.08716	2.54364	0.0761444	0.125493	0.986644	1.06146
1477010450000000	15.8493	19.7889	4.88926	2.68617	0.795156	lidar	0.666145	15.9243	19.8703	15.9176	19.8789	-4.15602	2.43329	0.0760918	0.125277	0.983338	1.05796
1477010450050000	15.6984	19.8659	3.91703	2.64624	-0.189154	radar	1.92229	16.2328	19.2166	15.7082	19.9978	-4.22185	2.32141	0.0758278	0.125324	0.982029	1.05493
1477010450100000	15.4144	20.0901	5.15551	2.55415	-0.611945	lidar	0.796367	15.4332	20.1836	15.4956	20.111	-4.28461	2.2081	0.0758667	0.124898	0.97859	1.05264
1477010450150000	15.1705	20.2498	5.52279	2.66475	0.93324	radar	5.44322	14.3677	21.3406	15.2799	20.2185	-4.34427	2.09347	0.0761502	0.12449	0.976312	1.04962
1477010450200000	15.0728	20.3177	4.20978	2.69299	0.773468	lidar	1.95607	15.2016	20.4385	15.0613	20.3203	-4.4008	1.97763	0.0758931	0.124061	0.974247	1.04607
1477010450250000	14.8605	20.3885	4.36938	2.76866	1.04561	radar	2.0862	14.7476	19.9571	14.84	20.4162	-4.4542	1.86068	0.0756519	0.123656	0.971428	1.04272
1477010450300000	14.6277	20.5209	4.75289	2.78284	0.831443	lidar	0.533179	14.6665	20.6088	14.6161	20.5063	-4.50443	1.74272	0.0754003	0.123241	0.968128	1.03918
